ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type,profit_margin,free_cash_flow,roe,revenue_growth,current_ratio
CNS,"Cohen & Steers, Inc.",Financials,S&P 600 (SmallCap),4361574400,84.82,19773238.4,NYQ,EQUITY,0.28824,156940496,0.27329,0.122,6.638
CNXN,"PC Connection, Inc.",Information Technology,S&P 600 (SmallCap),2025609984,80.26,16312042.4,NMS,EQUITY,0.03208,11910875,0.104320005,0.124,2.88
COCO,The Vita Coco Company,Consumer Staples,S&P 600 (SmallCap),3845072640,66.45,62226438.0,NMS,EQUITY,0.15503,104597248,0.31370002,0.281,3.356
CON,"Concentra Group Holdings Parent, Inc.",Health Care,S&P 600 (SmallCap),4404462592,34.54,36005877.6,NYQ,EQUITY,0.08688,204793632,0.4706,0.1,1.377
CRVL,CorVel Corporation,Health Care,S&P 600 (SmallCap),3169914880,62.75,12544980.0,NMS,EQUITY,0.11724,91710128,0.30697,0.107,1.941
CSW,"CSW Industrials, Inc.",Industrials,S&P 600 (SmallCap),5654003200,347.01,63350145.6,NYQ,EQUITY,0.10335,72619248,0.109280005,0.33,2.7
CVCO,"Cavco Industries, Inc.",Consumer Discretionary,S&P 600 (SmallCap),4601184256,598.38,95710881.0,NMS,EQUITY,0.07886,163879120,0.16658,0.095,2.229
CVI,"CVR Energy, Inc.",Energy,S&P 600 (SmallCap),3522592256,35.04,41744904.0,NYQ,EQUITY,0.0081400005,214500000,0.24254999,0.555,1.418
CVSA,Covista Inc.,Consumer Discretionary,S&P 600 (SmallCap),4364457472,128.22,49628833.2,NYQ,EQUITY,0.12874,323942752,0.18569,0.097,1.093
DAVE,"Dave, Inc.",Financials,S&P 600 (SmallCap),4033163776,316.19,157497400.9,NGM,EQUITY,0.34589002,167170368,1.04779,0.296,4.223
DBD,Diebold Nixdorf,Information Technology,S&P 600 (SmallCap),2436686080,71.78,23642178.6,NYQ,EQUITY,0.028719999,312012512,0.10944,0.017,1.267
DORM,"Dorman Products, Inc.",Consumer Discretionary,S&P 600 (SmallCap),3965552896,133.63,65985157.7,NMS,EQUITY,0.10176,143988752,0.15048,0.007,3.598
DXPE,"DXP Enterprises, Inc.",Industrials,S&P 600 (SmallCap),3037636864,195.76,34465505.6,NMS,EQUITY,0.04355,74078496,0.18469,0.156,2.993
ECG,"Everus Construction Group, Inc.",Industrials,S&P 600 (SmallCap),7148937216,140.0,99808800.0,NYQ,EQUITY,0.05964,184378496,0.39525002,0.337,1.587
EPAM,EPAM Systems,Information Technology,S&P 600 (SmallCap),5173658112,100.29,206201254.5,NYQ,EQUITY,0.07151,650156096,0.111770004,0.045,2.755
FELE,Franklin Electric,Industrials,S&P 600 (SmallCap),4750080000,107.44,26450653.6,NMS,EQUITY,0.07056,149414368,0.11767,0.06,2.406
FORM,"FormFactor, Inc.",Information Technology,S&P 600 (SmallCap),10038236160,128.77,185082408.7,NMS,EQUITY,0.12798001,114850000,0.10989001,0.319,4.078
FRPT,Freshpet,Consumer Staples,S&P 600 (SmallCap),3475079168,72.31,136534295.8,NGM,EQUITY,0.17283002,19274124,0.17622,0.155,6.046
FSS,Federal Signal Corporation,Industrials,S&P 600 (SmallCap),7710166016,126.31,59906306.8,NYQ,EQUITY,0.11659,194724992,0.20608,0.187,2.739
FTDR,"Frontdoor, Inc.",Consumer Discretionary,S&P 600 (SmallCap),5891067392,85.51,54817040.6,NMS,EQUITY,0.12768,333624992,1.01859,0.045,1.591
GFF,Griffon Corporation,Industrials,S&P 600 (SmallCap),4750509568,104.88,43163364.0,NYQ,EQUITY,0.06998,444938752,2.27544,0.07,2.411
GOLF,Acushnet Company,Consumer Discretionary,S&P 600 (SmallCap),5203889152,89.1,42147864.0,NYQ,EQUITY,0.081190005,73061000,0.25239,0.138,2.55
GTES,Gates Corporation,Industrials,S&P 600 (SmallCap),7045196800,27.83,65451150.6,NYQ,EQUITY,0.103719994,417662496,0.10384,0.066,3.244
HAYW,"Hayward Holdings, Inc.",Industrials,S&P 600 (SmallCap),3245429760,15.3,41610645.0,NYQ,EQUITY,0.13828,164106256,0.104119994,0.063,3.327
HMN,Horace Mann Educators Corporation,Financials,S&P 600 (SmallCap),2087424512,51.54,12801505.2,NYQ,EQUITY,0.10154,222650000,0.12385,0.077,2.872
HRMY,"Harmony Biosciences Holdings, Inc.",Health Care,S&P 600 (SmallCap),2316061440,39.77,35808510.300000004,NGM,EQUITY,0.18884,182835504,0.20456,0.303,3.479
IBP,"Installed Building Products, Inc.",Consumer Discretionary,S&P 600 (SmallCap),6457410560,242.95,88793366.0,NYQ,EQUITY,0.084580004,289112512,0.38451,0.023,2.983
INSW,"International Seaways, Inc.",Energy,S&P 600 (SmallCap),4575702528,92.38,50785905.0,NYQ,EQUITY,0.61767,69650376,0.37412,1.401,5.944
IPAR,"Inter Parfums, Inc.",Consumer Staples,S&P 600 (SmallCap),3781604096,118.08,34756848.0,NMS,EQUITY,0.111719996,219527504,0.19105,0.021,3.31
IRDM,Iridium Communications,Communication Services,S&P 600 (SmallCap),5260933120,49.65,54728698.5,NMS,EQUITY,0.10548,239205376,0.19715,0.038,2.782
JOE,St. Joe Company,Real Estate,S&P 600 (SmallCap),3865577728,67.9,14840224.000000002,NYQ,EQUITY,0.22461,118878000,0.16246,0.23,3.839
KALU,Kaiser Aluminum Corporation,Materials,S&P 600 (SmallCap),3097989632,189.49,47190589.6,NMS,EQUITY,0.05489,33025000,0.26398,0.527,2.495
KFY,Korn/Ferry International,Industrials,S&P 600 (SmallCap),4277966080,83.3,26552708.0,NYQ,EQUITY,0.095419995,244188256,0.14583999,0.067,1.941
KLIC,"Kulicke and Soffa Industries, Inc.",Information Technology,S&P 600 (SmallCap),4979115520,95.15,106845838.0,NMS,EQUITY,0.121800005,57164124,0.13231,1.226,3.444
KTB,Kontoor Brands,Consumer Discretionary,S&P 600 (SmallCap),4510224384,81.6,63804671.99999999,NYQ,EQUITY,0.07802,440592512,0.49523997,0.186,1.831
LIF,Life360,Information Technology,S&P 600 (SmallCap),4004760320,49.15,58426079.5,NMS,EQUITY,0.25725,74707752,0.30056,0.378,5.601
LGND,"Ligand Pharmaceuticals, Inc.",Health Care,S&P 600 (SmallCap),5846515712,293.27,85455945.3,NGM,EQUITY,0.6788,139748880,0.21962,0.337,31.178
LNC,Lincoln Financial,Financials,S&P 600 (SmallCap),8442826752,44.1,105425019.0,NYQ,EQUITY,0.12169,2069374976,0.22587,0.126,2.184
LQDA,Liquidia Corporation,Health Care,S&P 600 (SmallCap),7052405248,78.79,114098950.6,NCM,EQUITY,0.30739,54709124,1.3181599,18.427,2.312
LW,Lamb Weston,Consumer Staples,S&P 600 (SmallCap),7301730304,53.11,70839711.3,NYQ,EQUITY,0.043860003,452924992,0.16280001,0.056,1.423
MCRI,"Monarch Casino & Resort, Inc.",Consumer Discretionary,S&P 600 (SmallCap),2219883264,123.86,16026245.4,NMS,EQUITY,0.20399,131950872,0.20544,0.042,1.207
MD,Pediatrix Medical Group,Health Care,S&P 600 (SmallCap),2153211648,26.5,24375495.0,NYQ,EQUITY,0.08962,160776992,0.20389,0.04,1.316
MGY,"Magnolia Oil & Gas, Corp.",Energy,S&P 600 (SmallCap),6392091136,26.36,107624189.6,NYQ,EQUITY,0.28773,332475744,0.20854001,0.501,1.583
MWA,Mueller Water Products,Industrials,S&P 600 (SmallCap),4085809152,26.17,29871746.500000004,NYQ,EQUITY,0.15021,128775000,0.21684,0.041,4.636
MYRG,"MYR Group, Inc.",Industrials,S&P 600 (SmallCap),5179577856,332.68,101607125.6,NMS,EQUITY,0.04126,177308880,0.24714,0.201,1.398
NATL,NCR Atleos,Financials,S&P 600 (SmallCap),3467244032,46.92,31193823.6,NYQ,EQUITY,0.04435,477875008,0.48529,0.001,1.026
NHC,"National Healthcare, Corp.",Health Care,S&P 600 (SmallCap),3471191552,221.64,27494442.0,ASE,EQUITY,0.08997,63169624,0.13267,0.088,1.862
NMIH,"NMI Holdings, Inc.",Financials,S&P 600 (SmallCap),3375777024,44.88,22728578.4,NGM,EQUITY,0.54097,329759616,0.15427,0.081,2.029
NSIT,"Insight Enterprises, Inc.",Industrials,S&P 600 (SmallCap),4539386368,154.67,91714669.9,NMS,EQUITY,0.024530001,438449760,0.13112001,0.147,1.183
OII,"Oceaneering International, Inc.",Energy,S&P 600 (SmallCap),5078002688,51.02,38507855.2,NYQ,EQUITY,0.121879995,237835120,0.34570998,0.1,2.176
OPLN,"OPENLANE, Inc.",Industrials,S&P 600 (SmallCap),4338434560,35.33,48425417.8,NYQ,EQUITY,0.09667,26375000,0.11147001,0.151,1.168
OSIS,"OSI Systems, Inc.",Information Technology,S&P 600 (SmallCap),3816942848,231.57,36421329.6,NMS,EQUITY,0.08424,36977752,0.17165,0.02,3.245
OSW,OneSpaWorld Holdings Limited,Consumer Discretionary,S&P 600 (SmallCap),2699865856,26.6,30274258.0,NCM,EQUITY,0.08019,48876500,0.14321,0.085,2.905
PARR,"Par Pacific Holdings, Inc.",Energy,S&P 600 (SmallCap),3896749056,77.78,100230419.2,NYQ,EQUITY,0.09942,82314872,0.53489,0.568,1.84
PAYC,Paycom,Industrials,S&P 600 (SmallCap),9522732032,211.28,265614877.6,NYQ,EQUITY,0.22778,423724992,0.41089,0.098,1.074
PLUS,"ePlus, Inc.",Information Technology,S&P 600 (SmallCap),2320691456,88.74,25391176.2,NMS,EQUITY,0.04914,39345124,0.11698,0.01,2.131
PLXS,Plexus Corp.,Information Technology,S&P 600 (SmallCap),7248038912,271.95,89699988.0,NMS,EQUITY,0.04034,20809250,0.1258,0.281,1.488
POOL,Pool Corporation,Consumer Discretionary,S&P 600 (SmallCap),7246708736,199.41,136683590.4,NMS,EQUITY,0.07414,212930256,0.31254998,0.022,2.671
POWL,"Powell Industries, Inc.",Industrials,S&P 600 (SmallCap),7577054208,207.98,165635272.0,NMS,EQUITY,0.16488001,190403632,0.28252,0.089,1.971
PSMT,PriceSmart,Consumer Staples,S&P 600 (SmallCap),5491012608,177.93,50501871.9,NMS,EQUITY,0.028199999,58311500,0.12314,0.125,1.277
PTGX,"Protagonist Therapeutics, Inc.",Health Care,S&P 600 (SmallCap),9836305408,152.01,76746808.8,NGM,EQUITY,0.29400998,96145752,0.10985,37.492,21.709
RAMP,"LiveRamp Holdings, Inc.",Information Technology,S&P 600 (SmallCap),2298658304,37.81,28895158.200000003,NYQ,EQUITY,0.18714,169467120,0.16055,0.098,2.657
RDN,"Radian Group, Inc.",Financials,S&P 600 (SmallCap),4866780672,36.44,42231044.8,NYQ,EQUITY,0.32512,308735264,0.12026,0.935,1.588
RELY,Remitly,Financials,S&P 600 (SmallCap),5101894656,24.23,89520642.60000001,NMS,EQUITY,0.16855,196120992,0.32246,0.202,3.181
REYN,Reynolds Consumer Products,Consumer Staples,S&P 600 (SmallCap),5528428032,26.23,31789186.2,NMS,EQUITY,0.09086,244124992,0.15433,0.006,1.795
RHP,Ryman Hospitality Properties,Real Estate,S&P 600 (SmallCap),7824918528,123.99,152345273.1,NYQ,EQUITY,0.09947,567982976,0.22583,0.136,1.313
ROAD,"Construction Partners, Inc.",Industrials,S&P 600 (SmallCap),6897502720,121.53,116744148.6,NMS,EQUITY,0.04098,52442000,0.15048,0.282,1.566
RSI,"Rush Street Interactive, Inc.",Consumer Discretionary,S&P 600 (SmallCap),5622623232,24.28,87025104.4,NYQ,EQUITY,0.02335,127112000,0.30279,0.463,2.116
SEZL,Sezzle,Financials,S&P 600 (SmallCap),4224194048,125.44,140308403.2,NCM,EQUITY,0.3035,100542000,0.88851,0.517,4.017
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,S&P 600 (SmallCap),3490547456,47.7,61837326.0,NMS,EQUITY,0.05228,219048992,0.15913,0.191,1.906
SIG,Signet Jewelers,Consumer Discretionary,S&P 600 (SmallCap),3639184896,92.53,53314860.7,NYQ,EQUITY,0.04287,451787488,0.15933,0.008,1.615
SKY,"Champion Homes, Inc.",Consumer Discretionary,S&P 600 (SmallCap),5095819264,93.88,73396322.8,NYQ,EQUITY,0.0716,184228752,0.12645,0.013,2.738
SXI,Standex International Corporation,Industrials,S&P 600 (SmallCap),4004345088,330.53,47735142.6,NYQ,EQUITY,0.11735,175531008,0.17218,0.028,2.404
TDS,"Telephone and Data Systems, Inc.",Communication Services,S&P 600 (SmallCap),3818397440,33.17,49380842.400000006,NYQ,EQUITY,0.33203,599447616,0.11784001,0.036,3.818
TGTX,"TG Therapeutics, Inc.",Health Care,S&P 600 (SmallCap),7576918016,49.5,129065310.0,NCM,EQUITY,0.55218,59134500,1.0028,0.703,4.267
TILE,"Interface, Inc.",Industrials,S&P 600 (SmallCap),2227051776,38.53,19972796.1,NMS,EQUITY,0.10103,103601872,0.23225,0.054,2.527
TMDX,"TransMedics Group, Inc.",Health Care,S&P 600 (SmallCap),3007490560,87.02,107254760.6,NGM,EQUITY,0.22694,44496752,0.36285,0.207,6.625
TPC,Tutor Perini Corporation,Industrials,S&P 600 (SmallCap),5053995008,96.14,63493740.2,NYQ,EQUITY,0.02083,573201344,0.13736,0.192,1.285
UFPT,"UFP Technologies, Inc.",Health Care,S&P 600 (SmallCap),2497707264,322.46,72027890.19999999,NCM,EQUITY,0.11446,34872376,0.17052001,0.151,3.0
URBN,"Urban Outfitters, Inc.",Consumer Discretionary,S&P 600 (SmallCap),6634149888,77.47,64933029.9,NMS,EQUITY,0.07476,4627125,0.18732001,0.114,1.476
USLM,"United States Lime & Minerals, Inc.",Materials,S&P 600 (SmallCap),3422521856,119.3,20158121.0,NMS,EQUITY,0.35664,47104248,0.21354,0.083,27.543
VCTR,"Victory Capital Holdings, Inc.",Financials,S&P 600 (SmallCap),7149257728,116.23,80830991.2,NMS,EQUITY,0.29569998,520321760,0.19045,0.24,2.066
VSXY,Victoria's Secret,Consumer Discretionary,S&P 600 (SmallCap),7394319360,93.02,142824768.4,NYQ,EQUITY,0.03121,241875008,0.32016,0.153,1.264
WDFC,WD-40 Company,Consumer Staples,S&P 600 (SmallCap),3120404736,232.5,25623825.0,NMS,EQUITY,0.13225001,68620496,0.33306,0.243,2.654
WHD,"Cactus, Inc.",Energy,S&P 600 (SmallCap),5804989952,72.4,76890972.0,NYQ,EQUITY,0.119849995,129337624,0.13114001,0.643,2.587
WOR,Worthington Enterprises,Industrials,S&P 600 (SmallCap),2784368384,56.9,10116820.0,NYQ,EQUITY,0.113000005,23372124,0.15777001,0.169,2.369
WT,"WisdomTree Investments, Inc.",Financials,S&P 600 (SmallCap),3443870208,22.73,71267642.0,NYQ,EQUITY,0.13266,156595376,0.18731001,0.573,2.995
YOU,"Clear Secure, Inc.",Information Technology,S&P 600 (SmallCap),6267977728,46.16,91824703.2,NYQ,EQUITY,0.14778,418440384,1.19174,0.266,1.04
ZWS,Zurn Elkay Water Solutions Corp.,Industrials,S&P 600 (SmallCap),8462386176,51.02,47218499.8,NYQ,EQUITY,0.15454,322675008,0.16919,0.105,3.053
