ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type
RGLD,Royal Gold,Materials,S&P 400 (MidCap),19730575360,232.87,182900755.4,NMS,EQUITY
RH,RH,Consumer Discretionary,S&P 400 (MidCap),3411451136,180.25,138347282.5,NYQ,EQUITY
RLI,RLI Corp.,Financials,S&P 400 (MidCap),5775275008,62.93,46829359.5,NYQ,EQUITY
RMBS,Rambus,Information Technology,S&P 400 (MidCap),10922915840,101.01,230458355.4,NMS,EQUITY
RNR,RenaissanceRe,Financials,S&P 400 (MidCap),13190648832,317.45,83759182.5,NYQ,EQUITY
ROIV,Roivant Sciences,Health Care,S&P 400 (MidCap),26119200768,36.16,222180057.59999996,NMS,EQUITY
ROKU,"Roku, Inc.",Communication Services,S&P 400 (MidCap),22528516096,151.79,472526823.7,NMS,EQUITY
RPM,RPM International,Materials,S&P 400 (MidCap),14687880192,115.07,100199503.89999999,NYQ,EQUITY
RRC,Range Resources,Energy,S&P 400 (MidCap),9389243392,40.18,92827854.0,NYQ,EQUITY
RRX,Regal Rexnord,Industrials,S&P 400 (MidCap),11513733120,172.9,283296650.0,NYQ,EQUITY
RS,"Reliance, Inc.",Materials,S&P 400 (MidCap),21805246464,427.11,126300698.10000001,NYQ,EQUITY
RYAN,Ryan Specialty,Financials,S&P 400 (MidCap),16719560704,42.87,102247093.5,NYQ,EQUITY
RYN,Rayonier,Real Estate,S&P 400 (MidCap),6505271808,21.51,70135721.10000001,NYQ,EQUITY
SAIA,Saia,Industrials,S&P 400 (MidCap),9727177728,364.66,226439273.60000002,NMS,EQUITY
SAIC,Science Applications Intl Corp,Industrials,S&P 400 (MidCap),5339984896,126.31,52263288.7,NMS,EQUITY
SANM,Sanmina Corporation,Information Technology,S&P 400 (MidCap),11196487680,208.9,168855959.0,NMS,EQUITY
SARO,StandardAero,Industrials,S&P 400 (MidCap),9063882752,27.39,89114186.7,NYQ,EQUITY
SBRA,Sabra Health Care REIT,Real Estate,S&P 400 (MidCap),5157793280,20.19,61709119.800000004,NMS,EQUITY
SCI,Service Corp Intl,Consumer Discretionary,S&P 400 (MidCap),11503009792,84.4,96508868.0,NYQ,EQUITY
SEIC,SEI Investments Company,Financials,S&P 400 (MidCap),12666824704,105.54,60970458.0,NMS,EQUITY
SF,Stifel,Financials,S&P 400 (MidCap),12826087424,84.94,78470969.6,NYQ,EQUITY
SFM,Sprouts Farmers Market,Consumer Staples,S&P 400 (MidCap),8025822720,86.07,171410987.1,NMS,EQUITY
SGI,Somnigroup International,Consumer Discretionary,S&P 400 (MidCap),13515982848,64.25,199768027.5,NYQ,EQUITY
SHC,Sotera Health,Health Care,S&P 400 (MidCap),5390729728,18.89,54430023.800000004,NMS,EQUITY
SIGI,Selective Insurance Group,Financials,S&P 400 (MidCap),5592863744,93.84,39862293.6,NMS,EQUITY
SIRI,SiriusXM,Communication Services,S&P 400 (MidCap),9586182144,28.44,140709744.0,NMS,EQUITY
SITM,SiTime,Information Technology,S&P 400 (MidCap),20463941632,680.52,416872941.59999996,NGM,EQUITY
SLAB,Silicon Labs,Information Technology,S&P 400 (MidCap),7301648384,218.83,45866768.0,NMS,EQUITY
SLGN,Silgan Holdings,Materials,S&P 400 (MidCap),4298087424,40.67,51845709.300000004,NYQ,EQUITY
SLM,SLM Corp,Financials,S&P 400 (MidCap),5258359808,27.97,61581828.699999996,NMS,EQUITY
SMG,Scotts Miracle-Gro Company,Materials,S&P 400 (MidCap),3619554304,62.17,67245558.8,NYQ,EQUITY
SMTC,Semtech,Information Technology,S&P 400 (MidCap),13041163264,140.0,284793600.0,NMS,EQUITY
SN,SharkNinja,Consumer Discretionary,S&P 400 (MidCap),26220423168,186.13,410632560.8,NYQ,EQUITY
SNX,TD Synnex,Information Technology,S&P 400 (MidCap),20406274048,255.21,146896323.9,NYQ,EQUITY
SOLS,Solstice Advanced Materials,Materials,S&P 400 (MidCap),9881894912,62.21,156173228.2,NMS,EQUITY
SON,Sonoco,Materials,S&P 400 (MidCap),5744270848,58.1,59390982.0,NYQ,EQUITY
SPXC,SPX Technologies,Industrials,S&P 400 (MidCap),10927732736,218.18,110704532.0,NYQ,EQUITY
SR,Spire,Utilities,S&P 400 (MidCap),4889220096,82.71,41166421.199999996,NYQ,EQUITY
SSB,South State Bank,Financials,S&P 400 (MidCap),10702109696,110.36,107573410.0,NYQ,EQUITY
SSD,Simpson Manufacturing,Industrials,S&P 400 (MidCap),7985045504,194.83,47563847.900000006,NYQ,EQUITY
ST,Sensata Technologies,Industrials,S&P 400 (MidCap),6716480000,46.15,71228833.0,NYQ,EQUITY
STAG,STAG Industrial,Real Estate,S&P 400 (MidCap),7269888512,36.94,55538181.8,NYQ,EQUITY
STRL,Sterling Infrastructure,Industrials,S&P 400 (MidCap),16791567360,548.95,480913137.00000006,NMS,EQUITY
STWD,Starwood Property Trust,Financials,S&P 400 (MidCap),6250996736,16.46,99610652.80000001,NYQ,EQUITY
SWX,Southwest Gas Corp,Utilities,S&P 400 (MidCap),6677334528,92.17,46602073.7,NYQ,EQUITY
SYNA,Synaptics,Information Technology,S&P 400 (MidCap),4303332352,110.04,79683265.2,NMS,EQUITY
TCBI,Texas Capital Bancshares,Financials,S&P 400 (MidCap),4384824832,100.86,36484087.8,NMS,EQUITY
TEX,Terex,Industrials,S&P 400 (MidCap),7795259904,68.2,95464996.0,NYQ,EQUITY
THC,Tenet Health,Health Care,S&P 400 (MidCap),21481664512,266.79,243790034.10000002,NYQ,EQUITY
THG,Hanover Insurance,Financials,S&P 400 (MidCap),7736356352,222.18,68431440.0,NYQ,EQUITY
THO,Thor Industries,Consumer Discretionary,S&P 400 (MidCap),4110970624,78.97,43172109.3,NYQ,EQUITY
TKR,Timken,Industrials,S&P 400 (MidCap),9051660288,130.25,152749385.0,NYQ,EQUITY
TLN,Talen Energy,Utilities,S&P 400 (MidCap),17492060160,365.07,303599513.4,NMS,EQUITY
TNL,Travel + Leisure Co.,Consumer Discretionary,S&P 400 (MidCap),4576546304,74.68,55207936.800000004,NYQ,EQUITY
TOL,Toll Brothers,Consumer Discretionary,S&P 400 (MidCap),13883247616,148.53,112774373.1,NYQ,EQUITY
TOST,"Toast, Inc.",Financials,S&P 400 (MidCap),19686680576,34.06,381356196.0,NYQ,EQUITY
TREX,Trex,Industrials,S&P 400 (MidCap),5146103808,49.53,125300994.0,NYQ,EQUITY
TRU,TransUnion,Industrials,S&P 400 (MidCap),15220704256,79.44,143515509.6,NYQ,EQUITY
TTC,Toro,Industrials,S&P 400 (MidCap),9324875776,97.92,48960000.0,NYQ,EQUITY
TTEK,Tetra Tech,Industrials,S&P 400 (MidCap),9089576960,35.5,103992635.0,NMS,EQUITY
TTMI,TTM Technologies,Information Technology,S&P 400 (MidCap),14548678656,138.1,478091152.0,NMS,EQUITY
TWLO,Twilio,Information Technology,S&P 400 (MidCap),37874720768,246.62,793665085.4,NYQ,EQUITY
TXNM,TXNM Energy,Utilities,S&P 400 (MidCap),5907633664,57.33,47173417.199999996,NYQ,EQUITY
TXRH,Texas Roadhouse,Consumer Discretionary,S&P 400 (MidCap),14065538048,214.28,211140798.0,NMS,EQUITY
UBSI,United Bankshares,Financials,S&P 400 (MidCap),6660795392,48.9,37619748.0,NMS,EQUITY
UFPI,UFP Industries,Industrials,S&P 400 (MidCap),5062170112,91.77,47144084.4,NMS,EQUITY
UGI,UGI Corp,Utilities,S&P 400 (MidCap),7528772608,35.1,59924826.0,NYQ,EQUITY
ULS,UL Solutions,Industrials,S&P 400 (MidCap),15455859712,76.68,105924985.2,NYQ,EQUITY
UMBF,UMB Financial Corp.,Financials,S&P 400 (MidCap),11350731776,149.45,86394056.0,NMS,EQUITY
UNM,Unum,Financials,S&P 400 (MidCap),14665861120,91.79,141213407.60000002,NYQ,EQUITY
USFD,US Foods,Consumer Staples,S&P 400 (MidCap),23999729664,110.94,298201173.0,NYQ,EQUITY
UTHR,United Therapeutics,Health Care,S&P 400 (MidCap),21948024832,511.72,321948638.0,NMS,EQUITY
VAL,Valaris,Energy,S&P 400 (MidCap),5916624896,85.21,100506899.19999999,NYQ,EQUITY
VC,Visteon,Consumer Discretionary,S&P 400 (MidCap),2839976704,106.39,42183635.0,NMS,EQUITY
VFC,VF Corporation,Consumer Discretionary,S&P 400 (MidCap),5727970304,14.57,123668848.7,NYQ,EQUITY
VIAV,Viavi Solutions,Information Technology,S&P 400 (MidCap),10634618880,43.11,253995066.9,NMS,EQUITY
VICR,Vicor Corporation,Industrials,S&P 400 (MidCap),10425654272,226.12,152601604.4,NMS,EQUITY
VLY,Valley Bank,Financials,S&P 400 (MidCap),8250396672,14.93,89798575.2,NMS,EQUITY
VMI,Valmont Industries,Industrials,S&P 400 (MidCap),9569183744,492.91,91518599.7,NYQ,EQUITY
VNO,Vornado Realty Trust,Real Estate,S&P 400 (MidCap),8033990656,39.23,65106892.599999994,NYQ,EQUITY
VNOM,Viper Energy,Energy,S&P 400 (MidCap),22127876096,42.23,78316379.6,NMS,EQUITY
VNT,Vontier,Information Technology,S&P 400 (MidCap),4518383616,33.42,67015455.0,NYQ,EQUITY
VOYA,Voya Financial,Financials,S&P 400 (MidCap),9013431296,99.49,108168512.69999999,NYQ,EQUITY
VVV,Valvoline,Consumer Discretionary,S&P 400 (MidCap),4249079808,33.3,90129113.99999999,NYQ,EQUITY
WAL,Western Alliance Bancorporation,Financials,S&P 400 (MidCap),9013913600,82.62,71764558.2,NYQ,EQUITY
WBS,Webster Bank,Financials,S&P 400 (MidCap),12811983872,79.07,413954380.29999995,NYQ,EQUITY
WCC,WESCO International,Industrials,S&P 400 (MidCap),17767999488,364.6,231251196.0,NYQ,EQUITY
WEX,WEX Inc.,Financials,S&P 400 (MidCap),6477551104,190.06,125093690.8,NYQ,EQUITY
WFRD,Weatherford International,Energy,S&P 400 (MidCap),6645240320,92.7,76701834.0,NMS,EQUITY
WH,Wyndham Hotels & Resorts,Consumer Discretionary,S&P 400 (MidCap),5493106688,74.02,100907765.0,NYQ,EQUITY
WHR,Whirlpool Corporation,Consumer Discretionary,S&P 400 (MidCap),2793793280,42.85,116426449.5,NYQ,EQUITY
WING,Wingstop,Consumer Discretionary,S&P 400 (MidCap),3053344512,112.08,159144633.6,NMS,EQUITY
WLK,Westlake Corporation,Materials,S&P 400 (MidCap),10117652480,79.17,116976841.8,NYQ,EQUITY
WMG,Warner Music Group,Communication Services,S&P 400 (MidCap),12967890944,24.79,68303639.1,NMS,EQUITY
WMS,Advanced Drainage Systems,Industrials,S&P 400 (MidCap),10596712448,140.53,111059453.7,NYQ,EQUITY
WPC,W. P. Carey,Real Estate,S&P 400 (MidCap),16103695360,70.69,92006569.5,NYQ,EQUITY
WSO,Watsco,Industrials,S&P 400 (MidCap),12763840512,309.41,182196078.5,NYQ,EQUITY
WTFC,Wintrust Financial,Financials,S&P 400 (MidCap),10969966592,162.6,106368042.0,NMS,EQUITY
WTRG,Essential Utilities,Utilities,S&P 400 (MidCap),11311415296,39.86,84592486.4,NYQ,EQUITY
WTS,Watts Water Technologies,Industrials,S&P 400 (MidCap),12898208768,386.37,86685973.2,NYQ,EQUITY
WWD,"Woodward, Inc.",Industrials,S&P 400 (MidCap),21415919616,362.7,283751091.0,NMS,EQUITY
XPO,"XPO, Inc.",Industrials,S&P 400 (MidCap),24464046080,208.94,212051116.6,NYQ,EQUITY
XRAY,Dentsply Sirona,Health Care,S&P 400 (MidCap),2274627584,11.41,61894343.7,NMS,EQUITY
YETI,Yeti Holdings,Consumer Discretionary,S&P 400 (MidCap),3851553024,50.84,67666514.80000001,NYQ,EQUITY
ZION,Zions Bancorporation,Financials,S&P 400 (MidCap),10496965632,71.92,93431272.0,NMS,EQUITY
AAMI,Acadian Asset Management Inc.,Financials,S&P 600 (SmallCap),3271834880,92.19,39130045.5,NYQ,EQUITY
AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,S&P 600 (SmallCap),3228819200,53.52,60763932.0,NYQ,EQUITY
ABCB,Ameris Bancorp,Financials,S&P 600 (SmallCap),5943688192,88.57,28531939.799999997,NYQ,EQUITY
ABG,Asbury Automotive Group,Consumer Discretionary,S&P 600 (SmallCap),3759310848,209.41,51167239.4,NYQ,EQUITY
ABM,"ABM Industries, Inc.",Industrials,S&P 600 (SmallCap),2837074176,48.43,18927412.6,NYQ,EQUITY
ACA,"Arcosa, Inc.",Industrials,S&P 600 (SmallCap),7122942464,145.05,89305834.5,NYQ,EQUITY
ACAD,Acadia Pharmaceuticals,Health Care,S&P 600 (SmallCap),5042896384,29.45,63334581.0,NMS,EQUITY
ACHC,Acadia Healthcare,Health Care,S&P 600 (SmallCap),2951278592,31.7,64542151.0,NMS,EQUITY
ACIW,ACI Worldwide,Information Technology,S&P 600 (SmallCap),5325388800,52.75,70314167.5,NMS,EQUITY
ACLS,"Axcelis Technologies, Inc.",Information Technology,S&P 600 (SmallCap),4389494784,142.14,64471861.199999996,NMS,EQUITY
ACMR,"ACM Research, Inc.",Information Technology,S&P 600 (SmallCap),5659694080,81.26,79143989.60000001,NGM,EQUITY
ACT,"Enact Holdings, Inc.",Financials,S&P 600 (SmallCap),6788943360,49.38,19306098.6,NMS,EQUITY
ADEA,"Adeia, Inc.",Information Technology,S&P 600 (SmallCap),3099975168,28.11,33723819.99,NMS,EQUITY
ADMA,"ADMA Biologics, Inc.",Health Care,S&P 600 (SmallCap),2190569984,9.78,26790843.0,NGM,EQUITY
ADT,ADT Inc.,Consumer Discretionary,S&P 600 (SmallCap),5340387840,7.31,65745628.3,NYQ,EQUITY
ADUS,Addus HomeCare Corp.,Health Care,S&P 600 (SmallCap),2203563520,118.06,28251758.0,NMS,EQUITY
AEO,American Eagle Outfitters,Consumer Discretionary,S&P 600 (SmallCap),2721390848,16.24,70646760.8,NYQ,EQUITY
AGO,Assured Guaranty Ltd.,Financials,S&P 600 (SmallCap),3287885568,74.76,28553834.400000002,NYQ,EQUITY
AGX,"Argan, Inc.",Industrials,S&P 600 (SmallCap),8020410880,572.1,152012691.0,NYQ,EQUITY
AGYS,"Agilysys, Inc.",Information Technology,S&P 600 (SmallCap),3027891200,107.35,29468648.5,NMS,EQUITY
AIR,AAR Corp.,Industrials,S&P 600 (SmallCap),5964749824,148.16,41732227.199999996,NYQ,EQUITY
AKR,Acadia Realty Trust,Real Estate,S&P 600 (SmallCap),3017916928,20.7,31552389.0,NYQ,EQUITY
ALG,Alamo Group,Industrials,S&P 600 (SmallCap),2010886912,165.22,25148136.2,NYQ,EQUITY
ALGT,Allegiant Travel Company,Industrials,S&P 600 (SmallCap),2308400128,84.44,43972130.0,NMS,EQUITY
ALHC,"Alignment Healthcare, Inc.",Health Care,S&P 600 (SmallCap),2804523264,13.52,106130783.2,NMS,EQUITY
ALKS,Alkermes plc,Health Care,S&P 600 (SmallCap),8435136512,50.28,79350387.60000001,NMS,EQUITY
ALRM,"Alarm.Com, Inc.",Financials,S&P 600 (SmallCap),2722543872,55.46,21713144.6,NMS,EQUITY
AMR,"Alpha Metallurgical Resources, Inc.",Materials,S&P 600 (SmallCap),2022561280,159.52,50797548.800000004,NYQ,EQUITY
AMRX,Amneal Pharmaceuticals,Health Care,S&P 600 (SmallCap),6150907904,17.66,35351788.0,NMS,EQUITY
AMTM,Amentum,Industrials,S&P 600 (SmallCap),5506284544,22.52,54203613.199999996,NYQ,EQUITY
ANDE,"The Andersons, Inc.",Consumer Staples,S&P 600 (SmallCap),2234286592,65.61,25373355.3,NMS,EQUITY
APAM,"Artisan Partners Asset Management, Inc.",Financials,S&P 600 (SmallCap),2966230784,41.78,37190884.800000004,NYQ,EQUITY
APLE,"Apple Hospitality REIT, Inc.",Real Estate,S&P 600 (SmallCap),3713580800,15.73,58221449.0,NYQ,EQUITY
ARCB,ArcBest Corp.,Industrials,S&P 600 (SmallCap),3143270912,140.63,57652674.8,NMS,EQUITY
AROC,"Archrock, Inc.",Energy,S&P 600 (SmallCap),5835254784,33.28,63877299.2,NYQ,EQUITY
ARR,Armour Residential REIT,Real Estate,S&P 600 (SmallCap),2355442432,16.64,58107379.2,NYQ,EQUITY
ASO,Academy Sports + Outdoors,Consumer Discretionary,S&P 600 (SmallCap),3053784832,49.24,46714972.800000004,NMS,EQUITY
ATMU,Atmus Filtration Technologies Inc.,Industrials,S&P 600 (SmallCap),4063457280,49.8,39727452.0,NYQ,EQUITY
AUB,"Atlantic Union Bankshares, Corp.",Financials,S&P 600 (SmallCap),6061064192,42.44,33641763.6,NYQ,EQUITY
AVA,Avista Corporation,Utilities,S&P 600 (SmallCap),3226996480,38.53,28818513.5,NYQ,EQUITY
AWI,"Armstrong World Industries, Inc.",Industrials,S&P 600 (SmallCap),7753538048,183.46,85081409.60000001,NYQ,EQUITY
AWR,American States Water Company,Utilities,S&P 600 (SmallCap),3485953024,87.95,23088634.0,NYQ,EQUITY
AX,"Axos Financial, Inc.",Financials,S&P 600 (SmallCap),5680780288,100.13,34160350.8,NYQ,EQUITY
AZZ,"AZZ, Inc.",Industrials,S&P 600 (SmallCap),4549196288,151.38,33368693.4,NYQ,EQUITY
BANC,"Banc Of California, Inc.",Financials,S&P 600 (SmallCap),3103693056,19.59,71073303.6,NYQ,EQUITY
BANF,Bancfirst Corp,Financials,S&P 600 (SmallCap),3839259904,114.31,13258816.9,NMS,EQUITY
BANR,Banner Corporation,Financials,S&P 600 (SmallCap),2495171840,73.42,24147838.0,NMS,EQUITY
BBT,Beacon Financial Corp.,Financials,S&P 600 (SmallCap),2685467648,32.04,24391411.2,NYQ,EQUITY
BCC,Boise Cascade,Industrials,S&P 600 (SmallCap),2939596288,84.25,34662135.0,NYQ,EQUITY
BCPC,Balchem Corporation,Materials,S&P 600 (SmallCap),5730392576,179.76,38849731.199999996,NMS,EQUITY
BFAM,Bright Horizons Family Solutions Inc.,Consumer Discretionary,S&P 600 (SmallCap),3759272960,71.46,53004025.8,NYQ,EQUITY
BFH,"Bread Financial Holdings, Inc.",Financials,S&P 600 (SmallCap),4462960128,110.45,48282113.0,NYQ,EQUITY
BGC,"BGC Group, Inc.",Financials,S&P 600 (SmallCap),5116019712,10.76,29499400.8,NMS,EQUITY
BHE,"Benchmark Electronics, Inc.",Information Technology,S&P 600 (SmallCap),2943279360,81.94,27929249.0,NYQ,EQUITY
BKE,"The Buckle, Inc.",Consumer Discretionary,S&P 600 (SmallCap),2334799616,45.32,17451372.4,NYQ,EQUITY
BKU,"BankUnited, Inc.",Financials,S&P 600 (SmallCap),3379970304,47.45,26926926.0,NYQ,EQUITY
BLKB,Blackbaud,Information Technology,S&P 600 (SmallCap),2027575552,44.67,30528818.1,NMS,EQUITY
BMI,"Badger Meter, Inc.",Information Technology,S&P 600 (SmallCap),3906557696,134.77,46498345.400000006,NYQ,EQUITY
BNL,"Broadstone Net Lease, Inc.",Real Estate,S&P 600 (SmallCap),4485731328,21.07,64866523.4,NYQ,EQUITY
BOH,Bank of Hawaii,Financials,S&P 600 (SmallCap),3133544960,79.43,25184870.1,NYQ,EQUITY
BOOT,"Boot Barn Holdings, Inc.",Consumer Discretionary,S&P 600 (SmallCap),4867985920,160.74,131678208.0,NYQ,EQUITY
BOX,"Box, Inc.",Information Technology,S&P 600 (SmallCap),4481530880,32.35,93862554.5,NYQ,EQUITY
BRC,Brady Corporation,Industrials,S&P 600 (SmallCap),4481369088,95.12,13905592.8,NYQ,EQUITY
BTU,"Peabody Energy, Inc.",Energy,S&P 600 (SmallCap),3006053888,24.66,55378715.4,NYQ,EQUITY
BXMT,"Blackstone Mortgage Trust, Inc.",Financials,S&P 600 (SmallCap),2406802432,14.28,54444070.8,NYQ,EQUITY
CACC,Credit Acceptance,Financials,S&P 600 (SmallCap),6038075904,577.25,69806842.5,NMS,EQUITY
CAG,Conagra Brands,Consumer Staples,S&P 600 (SmallCap),7159342080,14.96,167594935.20000002,NYQ,EQUITY
CAKE,"The Cheesecake Factory, Inc.",Consumer Discretionary,S&P 600 (SmallCap),5836424704,117.29,234697290.0,NMS,EQUITY
CALM,"Cal-Maine Foods, Inc.",Consumer Staples,S&P 600 (SmallCap),3857053184,82.21,60964469.699999996,NMS,EQUITY
CALX,Calix,Information Technology,S&P 600 (SmallCap),2512263168,39.9,37188396.0,NYQ,EQUITY
CALY,Callaway Golf Company,Consumer Discretionary,S&P 600 (SmallCap),2971392768,16.53,36052756.5,NYQ,EQUITY
CARG,CarGurus,Communication Services,S&P 600 (SmallCap),3285030144,36.88,38725475.2,NMS,EQUITY
CATY,Cathay General Bancorp,Financials,S&P 600 (SmallCap),4300372992,64.46,24403266.799999997,NMS,EQUITY
CBU,"Community Bank System, Inc.",Financials,S&P 600 (SmallCap),3426347776,65.12,15150819.200000001,NYQ,EQUITY
CC,Chemours,Materials,S&P 600 (SmallCap),2293604608,15.24,60042247.2,NYQ,EQUITY
CCS,"Century Communities, Inc.",Consumer Discretionary,S&P 600 (SmallCap),2003078016,70.45,15637082.0,NYQ,EQUITY
CE,Celanese,Materials,S&P 600 (SmallCap),4753226240,43.31,103583227.7,NYQ,EQUITY
CENT,Central Garden & Pet Company,Consumer Staples,S&P 600 (SmallCap),2791004160,44.59,5123391.0,NMS,EQUITY
CENTA,Central Garden & Pet Company (Class A),Consumer Staples,S&P 600 (SmallCap),2430470656,38.83,13754750.899999999,NMS,EQUITY
CENX,Century Aluminum Company,Materials,S&P 600 (SmallCap),4768506880,48.17,117023234.60000001,NMS,EQUITY
CHCO,City Holding Company,Financials,S&P 600 (SmallCap),2067728512,147.22,15129799.4,NMS,EQUITY
CHEF,"Chefs' Warehouse, Inc.",Consumer Staples,S&P 600 (SmallCap),4531220992,111.07,58402827.4,NMS,EQUITY
CLSK,"CleanSpark, Inc.",Information Technology,S&P 600 (SmallCap),3128032000,12.18,260006338.2,NCM,EQUITY
CNK,"Cinemark Holdings, Inc.",Communication Services,S&P 600 (SmallCap),4324671488,37.31,110285002.10000001,NYQ,EQUITY
CNR,"Core Natural Resources, Inc.",Energy,S&P 600 (SmallCap),4712962560,94.95,56411694.0,NYQ,EQUITY
CNS,"Cohen & Steers, Inc.",Financials,S&P 600 (SmallCap),4361574400,84.82,19773238.4,NYQ,EQUITY
CNXN,"PC Connection, Inc.",Information Technology,S&P 600 (SmallCap),2025609984,80.26,16312042.4,NMS,EQUITY
COCO,The Vita Coco Company,Consumer Staples,S&P 600 (SmallCap),3845072640,66.45,62226438.0,NMS,EQUITY
COHU,"Cohu, Inc.",Information Technology,S&P 600 (SmallCap),2657579520,56.14,71283203.6,NMS,EQUITY
CON,"Concentra Group Holdings Parent, Inc.",Health Care,S&P 600 (SmallCap),4404462592,34.54,36005877.6,NYQ,EQUITY
CORT,Corcept Therapeutics Incorporated,Health Care,S&P 600 (SmallCap),12126478336,112.18,160133584.60000002,NCM,EQUITY
CPB,The Campbell's Company,Consumer Staples,S&P 600 (SmallCap),6739461120,22.6,109041610.0,NMS,EQUITY
CPK,Chesapeake Utilities Corp.,Utilities,S&P 600 (SmallCap),3247862784,134.73,24638075.099999998,NYQ,EQUITY
CRC,California Resources Corporation,Energy,S&P 600 (SmallCap),4749199872,53.47,46764327.3,NYQ,EQUITY
CRGY,Crescent Energy Company,Energy,S&P 600 (SmallCap),3984668928,12.06,73518121.8,NYQ,EQUITY
CRK,"Comstock Resources, Inc.",Energy,S&P 600 (SmallCap),4087197952,13.92,30771412.8,NYQ,EQUITY
CRVL,CorVel Corporation,Health Care,S&P 600 (SmallCap),3169914880,62.75,12544980.0,NMS,EQUITY
CSW,"CSW Industrials, Inc.",Industrials,S&P 600 (SmallCap),5654003200,347.01,63350145.6,NYQ,EQUITY
CUBI,"Customers Bancorp, Inc.",Financials,S&P 600 (SmallCap),2800379136,82.79,22133078.6,NYQ,EQUITY
CURB,Curbline Properties Corp.,Real Estate,S&P 600 (SmallCap),3431392768,30.09,32808631.5,NYQ,EQUITY
CVBF,CVB Financial Corp.,Financials,S&P 600 (SmallCap),4047941120,23.0,29495430.0,NMS,EQUITY
CVCO,"Cavco Industries, Inc.",Consumer Discretionary,S&P 600 (SmallCap),4601184256,598.38,95710881.0,NMS,EQUITY
CVI,"CVR Energy, Inc.",Energy,S&P 600 (SmallCap),3522592256,35.04,41744904.0,NYQ,EQUITY
CVSA,Covista Inc.,Consumer Discretionary,S&P 600 (SmallCap),4364457472,128.22,49628833.2,NYQ,EQUITY
CWEN,"Clearway Energy, Inc. (Class C)",Utilities,S&P 600 (SmallCap),8479346176,34.38,44052813.0,NYQ,EQUITY
CWK,Cushman & Wakefield plc,Real Estate,S&P 600 (SmallCap),3241396480,13.81,24700566.0,NYQ,EQUITY
CWST,"Casella Waste Systems, Inc.",Industrials,S&P 600 (SmallCap),5763242496,90.56,56971296.0,NMS,EQUITY
CWT,California Water Service Group,Utilities,S&P 600 (SmallCap),3090718208,49.98,28711510.799999997,NYQ,EQUITY
CXW,CoreCivic,Industrials,S&P 600 (SmallCap),3322821120,33.6,53535888.0,NYQ,EQUITY
CZR,Caesars Entertainment,Consumer Discretionary,S&P 600 (SmallCap),6036234240,29.63,146225827.79999998,NMS,EQUITY
DAN,Dana Incorporated,Consumer Discretionary,S&P 600 (SmallCap),3195027456,29.7,46230129.0,NYQ,EQUITY
DAVE,"Dave, Inc.",Financials,S&P 600 (SmallCap),4033163776,316.19,157497400.9,NGM,EQUITY
DBD,Diebold Nixdorf,Information Technology,S&P 600 (SmallCap),2436686080,71.78,23642178.6,NYQ,EQUITY
DEI,Douglas Emmett,Real Estate,S&P 600 (SmallCap),2344599552,11.66,23891806.4,NYQ,EQUITY
DGII,Digi International Inc.,Information Technology,S&P 600 (SmallCap),3234697984,85.24,33922962.8,NMS,EQUITY
DIOD,Diodes Incorporated,Information Technology,S&P 600 (SmallCap),4929374208,107.04,57019137.6,NMS,EQUITY
DNOW,NOW Inc,Industrials,S&P 600 (SmallCap),3044434432,16.84,53202275.2,NYQ,EQUITY
DORM,"Dorman Products, Inc.",Consumer Discretionary,S&P 600 (SmallCap),3965552896,133.63,65985157.699999996,NMS,EQUITY
DRH,DiamondRock Hospitality Company,Real Estate,S&P 600 (SmallCap),2511908608,12.23,38887975.6,NMS,EQUITY
DV,DoubleVerify Holdings Inc.,Communication Services,S&P 600 (SmallCap),2039539072,13.29,104158381.5,NYQ,EQUITY
DXPE,"DXP Enterprises, Inc.",Industrials,S&P 600 (SmallCap),3037636864,195.76,34465505.6,NMS,EQUITY
EAT,"Brinker International, Inc.",Consumer Discretionary,S&P 600 (SmallCap),10545679360,245.89,301994721.3,NYQ,EQUITY
EBC,"Eastern Bankshares, Inc.",Financials,S&P 600 (SmallCap),5335745024,23.35,54182974.5,NMS,EQUITY
ECG,"Everus Construction Group, Inc.",Industrials,S&P 600 (SmallCap),7148937216,140.0,99808800.0,NYQ,EQUITY
ECPG,"Encore Capital Group, Inc.",Financials,S&P 600 (SmallCap),2067913216,97.5,33587775.0,NMS,EQUITY
EMN,Eastman Chemical Company,Materials,S&P 600 (SmallCap),8293253632,72.54,91428690.60000001,NYQ,EQUITY
ENPH,Enphase Energy,Information Technology,S&P 600 (SmallCap),5373413888,40.77,191801649.60000002,NGM,EQUITY
ENVA,"Enova International, Inc.",Financials,S&P 600 (SmallCap),6483535872,260.4,69339312.0,NYQ,EQUITY
EPAM,EPAM Systems,Information Technology,S&P 600 (SmallCap),5173658112,100.29,206201254.5,NYQ,EQUITY
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,S&P 600 (SmallCap),6641157632,30.63,36156877.199999996,NYQ,EQUITY
ESE,ESCO Technologies Inc.,Industrials,S&P 600 (SmallCap),7783032832,300.42,62871897.6,NYQ,EQUITY
ESI,Element Solutions,Materials,S&P 600 (SmallCap),9372166144,38.46,123064308.0,NYQ,EQUITY
