ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type,profit_margin,free_cash_flow,roe,revenue_growth,current_ratio,exclusion_reasons
IR,Ingersoll Rand,Industrials,S&P 500,32886831104,84.76,403311812.8,NYQ,EQUITY,0.12076,1107425024.0,0.0947,0.085,1.616,roe=0.0947
INTC,Intel,Information Technology,S&P 500,530444419072,100.95,11487970689.0,NMS,EQUITY,-0.19794,4866375168.0,-0.10715,0.254,1.604,profit_margin=-0.19794; roe=-0.10715
IBKR,Interactive Brokers,Financials,S&P 500,156171747328,91.66,472928936.0,NMS,EQUITY,0.16474001,,0.24018998,0.263,1.093,free_cash_flow=None
IFF,International Flavors & Fragrances,Materials,S&P 500,21407195136,83.85,159853317.0,NYQ,EQUITY,0.02569,-1720999936.0,-0.05548,0.018,2.061,free_cash_flow=-1720999936; roe=-0.05548
IP,International Paper,Materials,S&P 500,21786505216,41.14,192902580.2,NYQ,EQUITY,-0.14205,1646499968.0,-0.16479,-0.022,1.098,profit_margin=-0.14205; roe=-0.16479; revenue_growth=-0.022
IVZ,Invesco,Financials,S&P 500,13924910080,31.54,158466422.0,NYQ,EQUITY,-0.00934,1140787456.0,-0.0057300003,0.205,0.708,profit_margin=-0.00934; roe=-0.0057300003; current_ratio=0.708
INVH,Invitation Homes,Real Estate,S&P 500,17690570752,29.78,134332517.4,NYQ,EQUITY,0.23197001,1168785536.0,0.070539996,0.101,0.43,roe=0.070539996; current_ratio=0.43
IQV,IQVIA,Health Care,S&P 500,39785467904,241.71,317121102.90000004,NYQ,EQUITY,0.08096,2149750016.0,0.22818,0.087,0.706,current_ratio=0.706
IRM,Iron Mountain,Real Estate,S&P 500,37022322688,124.36,271614676.0,NYQ,EQUITY,0.055359997,-436093504.0,,0.185,0.726,free_cash_flow=-436093504; roe=None; current_ratio=0.726
JBL,Jabil,Information Technology,S&P 500,38368841728,366.16,406005531.2000001,NYQ,EQUITY,0.02566,1211624960.0,0.65876,0.118,0.981,current_ratio=0.981
J,Jacobs Solutions,Industrials,S&P 500,17165416448,145.37,132776596.9,NYQ,EQUITY,0.0238,645677888.0,0.07998,0.345,1.287,roe=0.07998
JPM,JPMorgan Chase,Financials,S&P 500,970716413952,365.18,2156351382.0,NYQ,EQUITY,0.34921002,,0.17789,0.304,,free_cash_flow=None; current_ratio=None
KDP,Keurig Dr Pepper,Consumer Staples,S&P 500,40226017280,29.56,411953776.4,NMS,EQUITY,0.07103,4607249920.0,0.051,0.756,0.479,roe=0.051; current_ratio=0.479
KEY,KeyCorp,Financials,S&P 500,24538880000,22.89,196372165.5,NYQ,EQUITY,0.2754,,0.1033,0.101,,free_cash_flow=None; current_ratio=None
KMB,Kimberly-Clark,Consumer Staples,S&P 500,36158263296,108.93,459344738.4,NMS,EQUITY,0.1179,941124992.0,1.04913,0.006,0.909,current_ratio=0.909
KIM,Kimco Realty,Real Estate,S&P 500,16219686912,24.18,128199216.6,NYQ,EQUITY,0.27759,871483392.0,0.05806,0.049,0.971,roe=0.05806; current_ratio=0.971
KMI,Kinder Morgan,Energy,S&P 500,70593724416,31.73,282257705.3,NYQ,EQUITY,0.19305,1075000064.0,0.109910004,0.108,0.458,current_ratio=0.458
KKR,KKR & Co.,Financials,S&P 500,102426189824,110.9,642523548.0,NYQ,EQUITY,0.12201,,0.0728,0.078,0.856,free_cash_flow=None; roe=0.0728; current_ratio=0.856
KHC,Kraft Heinz,Consumer Staples,S&P 500,29088258048,24.53,405084249.9,NMS,EQUITY,-0.13639,3250500096.0,-0.0876,-0.014,1.061,profit_margin=-0.13639; roe=-0.0876; revenue_growth=-0.014
KR,Kroger,Consumer Staples,S&P 500,34345009152,56.06,353309741.0,NYQ,EQUITY,0.00708,2994500096.0,0.13779001,0.022,0.791,current_ratio=0.791
LHX,L3Harris,Industrials,S&P 500,54140039168,290.74,551530872.6,NYQ,EQUITY,0.103690006,,,1.9,,free_cash_flow=None; roe=None; current_ratio=None
LVS,Las Vegas Sands,Consumer Discretionary,S&P 500,29586991104,45.68,249356156.8,NYQ,EQUITY,0.12588,2212875008.0,1.22869,-0.007,0.997,revenue_growth=-0.007; current_ratio=0.997
LEN,Lennar,Consumer Discretionary,S&P 500,20524265472,85.2,172111668.0,NYQ,EQUITY,0.04934,1077926016.0,0.07368,-0.052,8.508,roe=0.07368; revenue_growth=-0.052
LIN,Linde plc,Materials,S&P 500,221007708160,479.43,1194418341.9,NMS,EQUITY,0.20435,4160750080.0,0.18400998,0.093,0.879,current_ratio=0.879
LYV,Live Nation Entertainment,Communication Services,S&P 500,43174383616,185.33,464225703.8,NYQ,EQUITY,0.00513,1695030656.0,0.17677,0.094,0.852,current_ratio=0.852
L,Loews Corporation,Financials,S&P 500,23126906880,113.13,77240638.8,NYQ,EQUITY,0.09024,1262000000.0,0.09313,0.039,0.507,roe=0.09313; current_ratio=0.507
LOW,Lowe's,Consumer Discretionary,S&P 500,121159172096,215.97,542229399.9,NYQ,EQUITY,0.075100005,4816124928.0,,0.103,1.093,roe=None
LITE,Lumentum,Information Technology,S&P 500,82616836096,932.47,5435106538.400001,NMS,EQUITY,-2.3009598,,-2.40027,1.093,1.678,profit_margin=-2.3009598; free_cash_flow=None; roe=-2.40027
LYB,LyondellBasell,Materials,S&P 500,20286783488,62.8,291680252.0,NYQ,EQUITY,-0.01132,1228000000.0,-0.02269,0.198,1.641,profit_margin=-0.01132; roe=-0.02269
MTB,M&T Bank,Financials,S&P 500,36747759616,253.55,233154438.0,NYQ,EQUITY,0.32092,,0.10742,0.062,,free_cash_flow=None; current_ratio=None
MAR,Marriott International,Consumer Discretionary,S&P 500,92462505984,354.58,794925810.4,NMS,EQUITY,0.35029998,2060375040.0,,0.111,0.535,roe=None; current_ratio=0.535
MLM,Martin Marietta Materials,Materials,S&P 500,32669812736,543.9,342580854.0,NYQ,EQUITY,0.36737,593374976.0,0.08894,0.21,1.407,roe=0.08894
MAS,Masco,Industrials,S&P 500,14718068736,74.64,201480230.4,NYQ,EQUITY,0.11614,897124992.0,58.625,-0.029,1.865,revenue_growth=-0.029
MKC,McCormick & Company,Consumer Staples,S&P 500,14241067008,52.97,134323444.8,NYQ,EQUITY,0.21912001,714025024.0,0.24728,0.167,0.781,current_ratio=0.781
MCD,McDonald's,Consumer Discretionary,S&P 500,195096772608,275.7,1377212481.0,NYQ,EQUITY,0.3172,6262374912.0,,0.037,1.081,roe=None
MCK,McKesson Corporation,Health Care,S&P 500,102451445760,878.73,994309356.9,NYQ,EQUITY,0.01117,6801249792.0,,0.077,0.893,roe=None; current_ratio=0.893
MDT,Medtronic,Health Care,S&P 500,116176904192,90.76,599836470.4,NYQ,EQUITY,0.13203,4625375232.0,0.098409995,0.099,2.126,roe=0.098409995
MRK,Merck & Co.,Health Care,S&P 500,327936442368,132.92,1142646780.0,NYQ,EQUITY,0.047659997,15171500032.0,0.06961,0.051,1.323,roe=0.06961
MET,MetLife,Financials,S&P 500,61425201152,96.66,406937633.4,NYQ,EQUITY,0.04567,-20953999360.0,0.13094,0.105,2.027,free_cash_flow=-20953999360
MTD,Mettler Toledo,Health Care,S&P 500,28823193600,1438.53,244765879.5,NYQ,EQUITY,0.21907,693589632.0,,0.045,1.122,roe=None
MCHP,Microchip Technology,Information Technology,S&P 500,43136614400,79.44,942778032.0,NMS,EQUITY,0.0934,1364762496.0,0.0719,0.38,1.921,roe=0.0719
MAA,Mid-America Apartment Communities,Real Estate,S&P 500,15790494720,132.33,148740243.3,NYQ,EQUITY,0.18173,921182272.0,0.0705,0.01,0.048,roe=0.0705; current_ratio=0.048
MRNA,Moderna,Health Care,S&P 500,25419350016,63.67,371674898.4,NMS,EQUITY,-1.41427,299249984.0,-0.38998002,0.021,2.295,profit_margin=-1.41427; roe=-0.38998002
TAP,Molson Coors Beverage Company,Consumer Staples,S&P 500,7750889984,41.57,131765260.4,NYQ,EQUITY,-0.20808001,935137472.0,-0.19466,-0.033,0.879,profit_margin=-0.20808001; roe=-0.19466; revenue_growth=-0.033; current_ratio=0.879
MDLZ,Mondelez International,Consumer Staples,S&P 500,79817342976,62.18,521626776.4,NMS,EQUITY,0.08862001,2252375040.0,0.13340001,0.041,0.599,current_ratio=0.599
MS,Morgan Stanley,Financials,S&P 500,342130065408,217.64,1088065063.2,NYQ,EQUITY,0.25897,,0.17969999,0.28,1.999,free_cash_flow=None
MOS,Mosaic Company (The),Materials,S&P 500,7184441856,22.6,180538518.0,NYQ,EQUITY,-0.05213,-746275008.0,-0.05073,-0.06,1.337,profit_margin=-0.05213; free_cash_flow=-746275008; roe=-0.05073; revenue_growth=-0.06
MSCI,MSCI,Financials,S&P 500,40930828288,563.01,390447435.0,NYQ,EQUITY,0.40735,1194705920.0,,0.122,0.894,roe=None; current_ratio=0.894
NWSA,News Corp (Class A),Communication Services,S&P 500,15496601600,28.67,130220860.2,NMS,EQUITY,0.06347,1045124992.0,0.07979,0.108,1.623,roe=0.07979
NWS,News Corp (Class B),Communication Services,S&P 500,17664071680,32.68,38820572.0,NMS,EQUITY,0.06347,1045124992.0,0.07979,0.108,1.623,roe=0.07979
NEE,NextEra Energy,Utilities,S&P 500,178903220224,85.78,961647841.4,NYQ,EQUITY,0.32401,-17766875136.0,0.11677,0.124,0.534,free_cash_flow=-17766875136; current_ratio=0.534
NKE,"Nike, Inc.",Consumer Discretionary,S&P 500,60096532480,40.51,917799826.3,NYQ,EQUITY,0.066989996,1889250048.0,0.22138001,-0.011,1.961,revenue_growth=-0.011
NI,NiSource,Utilities,S&P 500,20136728576,41.99,311577977.1,NYQ,EQUITY,0.13153,-1772999936.0,0.085489996,0.046,0.498,free_cash_flow=-1772999936; roe=0.085489996; current_ratio=0.498
NSC,Norfolk Southern,Industrials,S&P 500,75335892992,335.41,389021934.4,NYQ,EQUITY,0.21021,1382249984.0,0.16985,0.114,0.831,current_ratio=0.831
NTRS,Northern Trust,Financials,S&P 500,35004903424,191.33,213089960.9,NMS,EQUITY,0.2467,,0.17066,0.364,,free_cash_flow=None; current_ratio=None
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,S&P 500,8687834112,18.92,310234834.8,NYQ,EQUITY,0.07492,-1680301312.0,0.3673,0.049,0.2,free_cash_flow=-1680301312; current_ratio=0.2
NRG,NRG Energy,Utilities,S&P 500,25363996672,120.66,497968646.4,NYQ,EQUITY,0.02563,772374976.0,0.23772,0.11,0.968,current_ratio=0.968
NVR,"NVR, Inc.",Consumer Discretionary,S&P 500,16772496384,6293.95,226708079.0,NYQ,EQUITY,0.1185,918313280.0,0.31544,-0.109,5.67,revenue_growth=-0.109
ORLY,O'Reilly Automotive,Consumer Discretionary,S&P 500,74464837632,92.05,520340240.0,NMS,EQUITY,0.1427,1570733824.0,,0.081,0.752,roe=None; current_ratio=0.752
OMC,Omnicom Group,Communication Services,S&P 500,24370880512,85.51,253648313.00000003,NYQ,EQUITY,0.017439999,4260624896.0,0.060510002,0.634,0.924,roe=0.060510002; current_ratio=0.924
ON,ON Semiconductor,Information Technology,S&P 500,32437450752,83.32,981565424.4,NMS,EQUITY,0.10168,1656649984.0,0.08312,0.092,3.464,roe=0.08312
OKE,Oneok,Energy,S&P 500,58259136512,92.47,385797785.8,NYQ,EQUITY,0.09287,899875008.0,0.16277,0.528,0.737,current_ratio=0.737
ORCL,Oracle Corporation,Information Technology,S&P 500,441518587904,153.28,5137769328.0,NYQ,EQUITY,0.25368,-24536750080.0,0.53376,0.206,1.115,free_cash_flow=-24536750080
OTIS,Otis Worldwide,Industrials,S&P 500,28158111744,73.97,218270676.0,NYQ,EQUITY,0.10167,1436249984.0,,0.073,0.831,roe=None; current_ratio=0.831
PANW,Palo Alto Networks,Information Technology,S&P 500,315413168128,387.01,2354514658.6,NMS,EQUITY,0.07947,3579375104.0,0.048309997,0.311,0.856,roe=0.048309997; current_ratio=0.856
PSKY,Paramount Skydance Corporation,Communication Services,S&P 500,10632144896,9.5,129161240.0,NMS,EQUITY,-0.021329999,17593124864.0,-0.00896,0.009,1.04,profit_margin=-0.021329999; roe=-0.00896
PAYX,Paychex,Industrials,S&P 500,42813546496,120.37,319470405.90000004,NMS,EQUITY,0.26633,,,0.125,1.152,free_cash_flow=None; roe=None
PNR,Pentair,Industrials,S&P 500,10628795392,65.77,202823499.1,NYQ,EQUITY,0.16237,558312512.0,0.17126,-0.17,1.451,revenue_growth=-0.17
PEP,PepsiCo,Consumer Staples,S&P 500,189464199168,138.7,968120452.0,NMS,EQUITY,0.10785,7831875072.0,0.51508,0.064,0.934,current_ratio=0.934
PFE,Pfizer,Health Care,S&P 500,149958410240,26.31,1194582134.1,NYQ,EQUITY,0.06804,12485624832.0,0.05014,0.026,1.267,roe=0.05014
PCG,PG&E Corporation,Utilities,S&P 500,38277136384,17.38,475134961.4,NYQ,EQUITY,0.11828,-6150125056.0,0.09318,0.001,1.216,free_cash_flow=-6150125056; roe=0.09318
PM,Philip Morris International,Consumer Staples,S&P 500,290198224896,186.19,887564006.2,NYQ,EQUITY,0.25559,9714374656.0,,0.104,0.98,roe=None; current_ratio=0.98
PNW,Pinnacle West Capital,Utilities,S&P 500,12168202240,100.4,123703844.0,NYQ,EQUITY,0.11525,-929501376.0,0.09365,0.071,0.594,free_cash_flow=-929501376; roe=0.09365; current_ratio=0.594
PNC,PNC Financial Services,Financials,S&P 500,101928542208,255.46,355888989.8,NYQ,EQUITY,0.31366,,0.12623,0.236,,free_cash_flow=None; current_ratio=None
PPL,PPL Corporation,Utilities,S&P 500,26678341632,35.46,299112546.6,NYQ,EQUITY,0.13471,-1938375040.0,0.086330004,0.042,0.905,free_cash_flow=-1938375040; roe=0.086330004; current_ratio=0.905
PG,Procter & Gamble,Consumer Staples,S&P 500,335504539648,144.08,1203547786.4,NYQ,EQUITY,0.18437,13280874496.0,0.30290002,0.015,0.677,current_ratio=0.677
PGR,Progressive Corporation,Financials,S&P 500,120559058944,207.37,420836678.0,NYQ,EQUITY,0.12849,15114500096.0,0.34943,0.073,0.293,current_ratio=0.293
PLD,Prologis,Real Estate,S&P 500,136802418688,140.73,862096499.6999999,NYQ,EQUITY,0.43575,5406941184.0,0.07749,0.123,0.649,roe=0.07749; current_ratio=0.649
PRU,Prudential Financial,Financials,S&P 500,42345299968,122.74,274525193.6,NYQ,EQUITY,0.06007,7527750144.0,0.12011,0.141,0.777,current_ratio=0.777
PEG,Public Service Enterprise Group,Utilities,S&P 500,37807644672,75.87,239242388.4,NYQ,EQUITY,0.16041,107750000.0,0.11835,-0.089,0.877,revenue_growth=-0.089; current_ratio=0.877
PTC,PTC Inc.,Information Technology,S&P 500,16057842688,147.99,241429406.1,NMS,EQUITY,0.41429,1031425152.0,0.35053003,-0.068,1.025,revenue_growth=-0.068
PSA,Public Storage,Real Estate,S&P 500,60427186176,323.58,316318864.8,NYQ,EQUITY,0.41632998,2334240256.0,0.21929,0.033,0.22,current_ratio=0.22
PHM,PulteGroup,Consumer Discretionary,S&P 500,24603217920,129.16,180244071.6,NYQ,EQUITY,0.1162,1078512896.0,0.14901,-0.096,7.272,revenue_growth=-0.096
QCOM,Qualcomm,Information Technology,S&P 500,171223515136,163.07,1927366728.2,NMS,EQUITY,0.21013,10241000448.0,0.33754003,-0.04,2.016,revenue_growth=-0.04
Q,Qnity Electronics,Information Technology,S&P 500,29742913536,142.08,280833907.20000005,NYQ,EQUITY,0.11248,772249984.0,0.06722,0.221,2.008,roe=0.06722
RJF,Raymond James Financial,Financials,S&P 500,34852093952,181.18,160735648.8,NYQ,EQUITY,0.15131,,0.18416001,0.151,2.109,free_cash_flow=None
O,Realty Income,Real Estate,S&P 500,59222781952,62.59,386420645.6,NYQ,EQUITY,0.20898001,1582081920.0,0.03225,0.096,1.528,roe=0.03225
REG,Regency Centers,Real Estate,S&P 500,14160253952,75.74,116247266.8,NMS,EQUITY,0.32996,743363968.0,0.081870005,0.089,0.964,roe=0.081870005; current_ratio=0.964
RF,Regions Financial Corporation,Financials,S&P 500,26920974336,31.6,242690212.0,NYQ,EQUITY,0.30837,,0.118669994,0.034,,free_cash_flow=None; current_ratio=None
RSG,Republic Services,Industrials,S&P 500,65609195520,214.26,319804476.0,NYQ,EQUITY,0.12942,1942625024.0,0.18152,0.046,0.644,current_ratio=0.644
RVTY,Revvity,Health Care,S&P 500,13153804288,117.88,195882374.8,NYQ,EQUITY,0.08158,604992128.0,0.03211,0.013,1.8,roe=0.03211
HOOD,Robinhood Markets,Financials,S&P 500,85331902464,94.91,1661773495.4,NMS,EQUITY,0.42011002,,0.23618999,0.323,1.116,free_cash_flow=None
ROL,"Rollins, Inc.",Industrials,S&P 500,17571430400,36.52,214876741.2,NYQ,EQUITY,0.1355,501737504.0,0.37008998,0.079,0.629,current_ratio=0.629
ROP,Roper Technologies,Information Technology,S&P 500,39088590848,395.23,295635992.3,NMS,EQUITY,0.30244,2265687552.0,0.13066,0.085,0.553,current_ratio=0.553
RCL,Royal Caribbean Group,Consumer Discretionary,S&P 500,82375237632,308.0,508486440.0,NYQ,EQUITY,0.23541,-1516249984.0,0.44669998,0.065,0.209,free_cash_flow=-1516249984; current_ratio=0.209
SPGI,S&P Global,Financials,S&P 500,120897478656,410.1,843071277.0,NYQ,EQUITY,0.30536,5448249856.0,0.14255,0.104,0.954,current_ratio=0.954
CRM,Salesforce,Information Technology,S&P 500,158329094144,193.32,2154719588.4,NYQ,EQUITY,0.18733,16552999936.0,0.16908,0.133,0.786,current_ratio=0.786
SBAC,SBA Communications,Real Estate,S&P 500,19422611456,183.08,254887637.6,NMS,EQUITY,0.34512,752056384.0,,0.023,0.165,roe=None; current_ratio=0.165
SRE,Sempra,Utilities,S&P 500,56183115776,85.92,397065532.8,NYQ,EQUITY,0.16824,-27657750528.0,0.06679,-0.001,1.642,free_cash_flow=-27657750528; roe=0.06679; revenue_growth=-0.001
NOW,ServiceNow,Information Technology,S&P 500,129170718720,124.94,2449416215.6,NYQ,EQUITY,0.11336,5149374976.0,0.14244,0.24,0.701,current_ratio=0.701
SHW,Sherwin-Williams,Materials,S&P 500,87441489920,360.2,650096164.0,NYQ,EQUITY,0.11013,2506037504.0,0.65124,0.075,0.727,current_ratio=0.727
SPG,Simon Property Group,Real Estate,S&P 500,83729752064,220.56,342322353.6,NYQ,EQUITY,0.66571,2595271168.0,1.20508,0.195,0.266,current_ratio=0.266
SWKS,Skyworks Solutions,Information Technology,S&P 500,10480287744,69.68,367036612.8,NMS,EQUITY,0.072270006,448812512.0,0.05094,-0.031,3.101,roe=0.05094; revenue_growth=-0.031
SJM,J.M. Smucker Company (The),Consumer Staples,S&P 500,12696356864,118.79,131031309.5,NYQ,EQUITY,-0.015319999,1005774976.0,-0.02386,0.058,0.777,profit_margin=-0.015319999; roe=-0.02386; current_ratio=0.777
SW,Smurfit Westrock,Materials,S&P 500,25832753152,49.25,222725737.5,NYQ,EQUITY,0.01587,1215000064.0,0.02715,0.011,1.447,roe=0.02715
SO,Southern Company,Utilities,S&P 500,106431578112,92.52,576845546.4,NYQ,EQUITY,0.15435,-3913374976.0,0.114829995,0.001,0.787,free_cash_flow=-3913374976; current_ratio=0.787
LUV,Southwest Airlines,Industrials,S&P 500,22004584448,44.98,216853527.8,NYQ,EQUITY,0.02783,-834750016.0,0.11099,0.164,0.489,free_cash_flow=-834750016; current_ratio=0.489
SWK,Stanley Black & Decker,Industrials,S&P 500,15539612672,102.9,249540732.0,NYQ,EQUITY,0.040689997,1419049984.0,0.06886,0.004,1.432,roe=0.06886
SBUX,Starbucks,Consumer Discretionary,S&P 500,123678597120,108.49,958121840.7,NMS,EQUITY,0.05172,3065537536.0,,-0.014,0.76,roe=None; revenue_growth=-0.014; current_ratio=0.76
STT,State Street Corporation,Financials,S&P 500,52223553536,190.11,295398621.3,NYQ,EQUITY,0.23005,,0.12437,-0.028,,free_cash_flow=None; revenue_growth=-0.028; current_ratio=None
SMCI,Supermicro,Information Technology,S&P 500,24328894464,37.61,2126560040.1,NMS,EQUITY,0.0571,-8231267840.0,0.21465999,0.932,3.872,free_cash_flow=-8231267840
SYF,Synchrony Financial,Financials,S&P 500,25837701120,79.41,226173179.7,NYQ,EQUITY,0.35507,,0.20786,0.006,,free_cash_flow=None; current_ratio=None
SNPS,Synopsys,Information Technology,S&P 500,78950760448,412.32,621984720.0,NMS,EQUITY,0.089090005,3538958592.0,0.03824,0.419,1.434,roe=0.03824
TMUS,T-Mobile US,Communication Services,S&P 500,190002331648,177.13,860929737.1999999,NMS,EQUITY,0.11455,11335999488.0,0.17994,0.079,0.924,current_ratio=0.924
TTWO,Take-Two Interactive,Communication Services,S&P 500,45436248064,243.0,634541040.0,NMS,EQUITY,-0.04792,1256137472.0,-0.09039,0.02,1.062,profit_margin=-0.04792; roe=-0.09039
TRGP,Targa Resources,Energy,S&P 500,57611186176,268.67,319424449.70000005,NYQ,EQUITY,0.13545,65837500.0,0.70839995,0.042,0.771,current_ratio=0.771
TGT,Target Corporation,Consumer Staples,S&P 500,69945425920,154.0,568701980.0,NYQ,EQUITY,0.03243,3141250048.0,0.22015,0.067,0.932,current_ratio=0.932
TDY,Teledyne Technologies,Information Technology,S&P 500,31804487680,686.49,258401700.9,NYQ,EQUITY,0.15292,912675008.0,0.09154,0.098,2.181,roe=0.09154
TSLA,"Tesla, Inc.",Consumer Discretionary,S&P 500,1293516406784,327.51,10367397827.1,NMS,EQUITY,0.03671,4835999744.0,0.046669997,0.255,1.941,roe=0.046669997
TPL,Texas Pacific Land Corporation,Energy,S&P 500,23642449920,342.77,153989422.5,NYQ,EQUITY,0.60322,-32836124.0,0.36566,0.312,4.552,free_cash_flow=-32836124
TKO,TKO Group Holdings,Communication Services,S&P 500,36934090752,195.14,258521472.0,NYQ,EQUITY,0.0433,856147520.0,0.07063,0.182,1.278,roe=0.07063
TDG,TransDigm Group,Industrials,S&P 500,69104820224,1235.48,679229839.6,NYQ,EQUITY,0.21277,1457374976.0,,0.225,3.019,roe=None
TRV,Travelers Companies (The),Financials,S&P 500,77206134784,370.16,667642785.6,NYQ,EQUITY,0.16951999,14775124992.0,0.26511,0.003,0.323,current_ratio=0.323
TRMB,Trimble Inc.,Information Technology,S&P 500,13135834112,56.35,144705673.0,NMS,EQUITY,-0.027679998,686174976.0,-0.01939,0.11,0.954,profit_margin=-0.027679998; roe=-0.01939; current_ratio=0.954
TFC,Truist Financial,Financials,S&P 500,64343052288,52.67,357531860.5,NYQ,EQUITY,0.30692,,0.09059,0.082,,free_cash_flow=None; roe=0.09059; current_ratio=None
TYL,Tyler Technologies,Information Technology,S&P 500,13008079872,317.64,278173230.0,NYQ,EQUITY,0.13361,594435648.0,0.09731,0.082,1.554,roe=0.09731
TSN,Tyson Foods,Consumer Staples,S&P 500,19634042880,55.81,185994638.4,NYQ,EQUITY,0.01031,1191250048.0,0.03263,-0.001,1.433,roe=0.03263; revenue_growth=-0.001
USB,U.S. Bancorp,Financials,S&P 500,101304500224,65.02,423473959.6,NYQ,EQUITY,0.29896,,0.12623,0.104,,free_cash_flow=None; current_ratio=None
UBER,Uber,Industrials,S&P 500,153927335936,75.36,1800421238.4,NYQ,EQUITY,0.17345,7244749824.0,0.3716,0.122,0.843,current_ratio=0.843
UDR,"UDR, Inc.",Real Estate,S&P 500,13794297856,37.23,129698151.0,NYQ,EQUITY,0.29563,779827776.0,0.13739,-0.001,0.178,revenue_growth=-0.001; current_ratio=0.178
UNP,Union Pacific Corporation,Industrials,S&P 500,174497808384,293.73,726364917.0,NYQ,EQUITY,0.28847,4720750080.0,0.39696,0.115,0.986,current_ratio=0.986
UAL,United Airlines Holdings,Industrials,S&P 500,40610164736,125.12,373314288.0,NMS,EQUITY,0.05558,910124992.0,0.23252001,0.16,0.78,current_ratio=0.78
URI,United Rentals,Industrials,S&P 500,70290448384,1129.3,470138883.0,NYQ,EQUITY,0.15673,1706249984.0,0.28895,0.118,0.764,current_ratio=0.764
UNH,UnitedHealth Group,Health Care,S&P 500,364055461888,405.59,1628391123.3,NYQ,EQUITY,0.03137,22759749632.0,0.14152999,0.004,0.777,current_ratio=0.777
VTR,Ventas,Real Estate,S&P 500,45657358336,89.01,325862049.6,NYQ,EQUITY,0.04093,1486853504.0,0.02012,0.217,0.295,roe=0.02012; current_ratio=0.295
VRSN,Verisign,Information Technology,S&P 500,25577777152,282.94,239918973.0,NMS,EQUITY,0.49769002,832837504.0,,0.06,0.591,roe=None; current_ratio=0.591
VRSK,Verisk Analytics,Industrials,S&P 500,23633719296,180.38,294665160.4,NMS,EQUITY,0.28237,1055550016.0,,0.044,1.005,roe=None
VZ,Verizon,Communication Services,S&P 500,195191341056,46.98,1039259143.8,NYQ,EQUITY,0.11643,17466624000.0,0.15842,-0.007,0.604,revenue_growth=-0.007; current_ratio=0.604
VTRS,Viatris,Health Care,S&P 500,18492313600,16.1,199703273.00000003,NMS,EQUITY,-0.02787,2677337600.0,-0.02754,0.049,1.585,profit_margin=-0.02787; roe=-0.02754
VICI,Vici Properties,Real Estate,S&P 500,28705089536,26.07,302005047.3,NYQ,EQUITY,0.67496,267028992.0,0.09849,0.057,11.236,roe=0.09849
V,Visa Inc.,Financials,S&P 500,671054168064,359.42,2200520196.4,NYQ,EQUITY,0.50782,20404000768.0,0.6119,0.144,0.985,current_ratio=0.985
VST,Vistra Corp.,Utilities,S&P 500,49230966784,146.68,799661223.2,NYQ,EQUITY,0.1155,37125000.0,0.42962003,-0.055,0.973,revenue_growth=-0.055; current_ratio=0.973
WRB,W. R. Berkley Corporation,Financials,S&P 500,25885696000,69.73,122455642.2,NYQ,EQUITY,0.12943,3045504768.0,0.20207001,0.012,0.406,current_ratio=0.406
WMT,Walmart,Consumer Staples,S&P 500,923216773120,116.01,2630696124.6,NMS,EQUITY,0.03135,6862249984.0,0.24132,0.073,0.771,current_ratio=0.771
DIS,Walt Disney Company (The),Communication Services,S&P 500,178228625408,103.22,1326323325.6,NYQ,EQUITY,0.086990006,4860375040.0,0.0801,0.068,0.709,roe=0.0801; current_ratio=0.709
WBD,Warner Bros. Discovery,Communication Services,S&P 500,69322334208,27.65,635809261.5,NMS,EQUITY,-0.08769,16167374848.0,-0.08786,-0.112,0.777,profit_margin=-0.08769; roe=-0.08786; revenue_growth=-0.112; current_ratio=0.777
WM,Waste Management,Industrials,S&P 500,90463543296,226.32,481810384.8,NYQ,EQUITY,0.11115,2348375040.0,0.29841,0.04,0.907,current_ratio=0.907
WAT,Waters Corporation,Health Care,S&P 500,40860045312,416.15,406957246.5,NYQ,EQUITY,0.03588,-142067632.0,0.019199999,1.134,1.861,free_cash_flow=-142067632; roe=0.019199999
WEC,WEC Energy Group,Utilities,S&P 500,35553427456,109.11,283331392.5,NYQ,EQUITY,0.16686001,-2353637376.0,0.11988,0.026,0.534,free_cash_flow=-2353637376; current_ratio=0.534
WFC,Wells Fargo,Financials,S&P 500,268924256256,88.93,1121194757.3000002,NYQ,EQUITY,0.27232,,0.12575,0.095,,free_cash_flow=None; current_ratio=None
WELL,Welltower,Real Estate,S&P 500,165926125568,230.27,790963633.8000001,NYQ,EQUITY,0.12149999,2756164352.0,0.03836,0.391,1.317,roe=0.03836
WY,Weyerhaeuser,Real Estate,S&P 500,17845424128,24.76,162428323.60000002,NYQ,EQUITY,0.06888,13625000.0,0.04974,-0.009,1.816,roe=0.04974; revenue_growth=-0.009
WMB,Williams Companies,Energy,S&P 500,90147438592,73.7,484749958.0,NYQ,EQUITY,0.24937001,-1516749952.0,0.21503,0.078,0.477,free_cash_flow=-1516749952; current_ratio=0.477
WYNN,Wynn Resorts,Consumer Discretionary,S&P 500,10603220992,102.97,177752992.2,NMS,EQUITY,0.060549997,476188864.0,,0.069,0.912,roe=None; current_ratio=0.912
